Item Name,Book Price,,Price Per foot or Unit,,Price if Purchased Per:,,,Bid Labor Per Foot or Unit,DCI / UPC
"3/8"" NM/MC SNAP-IN CONN",$119.06,C,1.1906, ,$71.44,C,100,0.03,01 8997 80070
"3/8"" NM CABLE CONNECTOR",$131.94,C,1.3194, ,$79.16,C,100,0.03,01 8997 00841
"3/8"" NM/MC CABLE CONNEC",$145.50,C,1.455, ,$87.30,C,100,0.03,01 8997 00840
3/4 NM/SE CABLE CONNECT,$345.28,C,3.4528, ,$207.17,C,100,0.05,01 8997 00842
1  NM/SE CABLE CONNECTO,$522.45,C,5.2245, ,$313.47,C,100,0.055,01 8997 00843
1-1/4  NM/SE CABLE CONN,$810.55,C,8.1055, ,$486.33,C,100,0.07,01 8997 00844
1-1/2  NM/SE CABLE CONN,"$1,263.28",C,12.6328, ,$757.97,C,100,0.075,01 8997 00848
2  NM/SE CABLE CONNECTO,"$1,566.04",C,15.6604, ,$939.62,C,100,0.1,01 8997 00849
arlington cable support,$0.00, ,, ,$0.00, ,0,,
CS4 CABLE SUPPORT BULK,$34.38,C,0.3438, ,$20.63,C,100,0.03,01 8997 50174
CS7 UNVERSAL CABLE SUPP,$40.21,C,0.4021, ,$24.13,C,100,0.03,01 8997 71007
CS6 CABLE SUPPORT,$74.33,C,0.7433, ,$44.60,C,100,0.03,01 8997 71006
CS60 CABLE SUPPORT,$159.54,C,1.5954, ,$95.72,C,100,0.03,01 8997 71060
CS2 CABLE SUPPORT W/NAI,$54.29,C,0.5429, ,$32.57,C,100,0.03,01 8997 71002
CS20 CABLE SUPPORT W/NA,$56.17,C,0.5617, ,$33.70,C,100,0.03,01 8997 71020
CS20SC CABLE SUPPORT W/,$71.55,C,0.7155, ,$42.93,C,100,0.05,01 8997 71025
romex staples,$0.00, ,, ,$0.00, ,0,,
    1 ROMEX STAPLE,$20.16,M,0.02016, ,$12.10,M,1000,0.00,07 5218 29111
1 1/4 ROMEX STAPLE,$32.36,M,0.03236, ,$19.42,M,1000,0.00,07 5218 09213
cu seu cable,$0.00, ,, ,$0.00, ,0,,
SEU-3-3-5-CU-150CL,"$53,244.02",M,53.24402, ,"$31,946.41",M,1000,0.04,98 0100 26955
SEU-2-2-4-CU-100CL,"$61,710.36",M,61.71036, ,"$37,026.22",M,1000,0.044,98 0100 26965
SEU-4-4-4-CU-150CL,"$45,659.18",M,45.65918, ,"$27,395.51",M,1000,0.04,98 0100 26950
SEU-3-3-3-CU-150CL,"$56,971.73",M,56.97173, ,"$34,183.04",M,1000,0.05,98 0100 26960
SEU-2-2-2-CU-100CL,"$71,074.91",M,71.07491, ,"$4,264.49",C,100,0.054,98 0100 26970
SEU-1-1-1-CU-100CL,"$91,350.38",M,91.35038, ,"$5,481.02",C,100,0.056,98 0100 26975
SEU-1/0-1/0-1/0-CU-500R,"$86,146.13",M,86.14613, ,"$5,168.77",C,100,0.057,98 0100 26980
SEU-2/0-2/0-2/0-CU-500R,"$141,595.02",M,141.59502, ,"$8,495.70",C,100,0.063,98 0100 26990
SEU-3/0-3/0-3/0-CU-500R,"$182,637.69",M,182.63769, ,"$10,958.26",C,100,0.07,98 0100 27000
SEU-4/0-4/0-4/0-CU-500R,"$204,188.89",M,204.18889, ,"$12,251.33",C,100,0.078,98 0100 27010
al seu cable,$0.00, ,, ,$0.00, ,0,,
SEU-8-8-8-AL-250CL,"$3,264.02",M,3.26402, ,"$1,958.41",M,1000,0.019,98 0120 58030
SEU-6-6-6-AL-250CL,"$3,362.59",M,3.36259, ,"$2,017.55",M,1000,0.022,98 0120 58040
SEU-4-4-6-AL-200CL,"$3,949.02",M,3.94902, ,"$2,369.41",M,1000,0.028,98 0120 58045
SEU-4-4-4-AL-200CL,"$4,313.21",M,4.31321, ,"$2,587.93",M,1000,0.029,98 0120 58050
SEU-2-2-4-AL-200CL,"$5,171.49",M,5.17149, ,"$3,102.89",M,1000,0.03,98 0120 58065
SEU-2-2-2-AL-200CL,"$5,634.48",M,5.63448, ,"$3,380.69",M,1000,0.031,98 0120 58070
SEU-1-1-1-AL-150CL,"$7,634.55",M,7.63455, ,"$4,580.73",M,1000,0.032,98 0120 58075
SEU-1/0-1/0-2-AL-150CL,"$7,642.17",M,7.64217, ,"$4,585.30",M,1000,0.034,98 0120 58077
SEU-1/0-1/0-1/0-AL-150C,"$8,023.18",M,8.02318, ,"$4,813.91",M,1000,0.035,98 0120 58080
SEU-2/0-2/0-1-AL-150CL,"$8,616.40",M,8.6164, ,"$5,169.84",M,1000,0.036,98 0120 58085
SEU-2/0-2/0-2/0-AL-150C,"$9,218.24",M,9.21824, ,"$5,530.94",M,1000,0.038,98 0120 58090
SEU-3/0-3/0-3/0-AL-150C,"$10,984.57",M,10.98457, ,"$6,590.74",M,1000,0.042,98 0120 58100
SEU-4/0-4/0-2/0-AL-100C,"$11,881.09",M,11.88109, ,"$7,128.65",M,1000,0.046,98 0120 58105
SEU-4/0-4/0-4/0-AL-100C,"$12,902.91",M,12.90291, ,"$7,741.75",M,1000,0.052,98 0120 58110
al ser w grnd cable,$0.00, ,, ,$0.00, ,0,,
  8-3 SER W/GRND ALUM,"$3,737.46",M,3.73746, ,"$2,242.48",M,1000,0.022,98 0120 58450
  6-3 SER W/GRND ALUM,"$4,231.28",M,4.23128, ,"$2,538.77",M,1000,0.028,98 0120 58455
  4-3 SER W/GRND ALUM,"$5,213.48",M,5.21348, ,"$3,128.09",M,1000,0.03,98 0120 58460
  2-3 SER W/GRND ALUM,"$6,985.66",M,6.98566, ,"$4,191.40",M,1000,0.032,98 0120 58470
  1-3 SER W/GRND ALUM,"$9,092.20",M,9.0922, ,"$5,455.32",M,1000,0.035,98 0120 58475
1/0-3 SER W/GRND ALUM,"$9,897.02",M,9.89702, ,"$5,938.21",M,1000,0.04,98 0120 58480
2/0-3 SER W/GRND ALUM,"$11,984.47",M,11.98447, ,"$7,190.68",M,1000,0.044,98 0120 58485
3/0-3 SER W/GRND ALUM,"$14,781.30",M,14.7813, ,"$8,868.78",M,1000,0.048,98 0120 58490
4/0-3 SER W/GRND ALUM,"$16,620.70",M,16.6207, ,$997.24,C,100,0.054,98 0120 58495
al urd cable,$0.00, ,, ,$0.00, ,0,,
4-3_AL_URD_TIFT,$771.67,M,0.77167, ,$463.00,M,1000,0.0285,98 0120 59500
2-2&4-1_AL_URD_WELLS,$918.33,M,0.91833, ,$551.00,M,1000,0.0325,98 0120 59501
2-3_AL_URD_JULLIARD,$993.33,M,0.99333, ,$596.00,M,1000,0.0345,98 0120 59502
1/0-2&2-1_AL_URD_MARION,"$1,351.67",M,1.35167, ,$811.00,M,1000,0.0385,98 0120 59503
1/0-3_AL_URD_MONTCLAIR,"$1,550.00",M,1.55, ,$930.00,M,1000,0.04125,98 0120 59504
 2/0-2&1-1_AL_URD_BLISS,"$1,673.33",M,1.67333, ,"$1,004.00",M,1000,0.0425,98 0120 59505
2/0-3_AL_URD_BLOOMFIELD,"$1,788.33",M,1.78833, ,"$1,073.00",M,1000,0.045,98 0120 59506
3/0-2&1/0-1_AL_URD_WHIT,"$1,971.67",M,1.97167, ,"$1,183.00",M,1000,0.047,98 0120 59507
3/0-3_AL_URD_PACE,"$2,210.00",M,2.21, ,"$1,326.00",M,1000,0.04875,98 0120 59508
4/0-2&2/0-1_AL_URD_REGI,"$2,295.00",M,2.295, ,"$1,377.00",M,1000,0.051,98 0120 59509
4/0-3_AL_URD_MANHATTAN,"$2,548.33",M,2.54833, ,"$1,529.00",M,1000,0.0525,98 0120 59510
250-2&3/0-1_AL_URD_ADEL,"$2,890.00",M,2.89, ,"$1,734.00",M,1000,0.055,98 0120 59511
350-2&4/0-1_AL_URD_CONC,"$3,655.00",M,3.655, ,"$2,193.00",M,1000,0.065,98 0120 59512
connector se,$0.00, ,, ,$0.00, ,0,,
    1 SE CONNECTOR,"$2,299.54",C,22.9954, ,"$1,379.72",C,100,0.0388,78 1747 76360
1 1/4 SE CONNECTOR,"$3,661.40",C,36.614, ,"$2,196.84",C,100,0.0499,78 1747 76430
1 1/2 SE CONNECTOR,"$5,244.25",C,52.4425, ,"$3,146.55",C,100,0.0555,78 1747 76530
    2 SE CONNECTOR,"$6,078.04",C,60.7804, ,"$3,646.82",C,100,0.0611,78 1747 76630
connector se wt,$0.00, ,, ,$0.00, ,0,,
  3/4 SE WT CONNECTOR,"$1,553.82",C,15.5382, ,$932.29,C,100,0.0388,78 6210 02232
    1 SE WT CONNECTOR,"$2,513.00",C,25.13, ,"$1,507.80",C,100,0.0444,78 6210 02432
1 1/4 SE WT CONNECTOR,"$4,689.28",C,46.8928, ,"$2,813.57",C,100,0.0499,78 6210 02442
1 1/2 SE WT CONNECTOR,"$5,888.96",C,58.8896, ,"$3,533.38",C,100,0.0555,78 6210 02454
    2 SE WT CONNECTOR,"$11,290.84",C,112.9084, ,"$6,774.50",C,100,0.0611,78 6210 02448
strap se cable 2 hole,$0.00, ,, ,$0.00, ,0,,
 8/3-3/3 SE CABLE STRAP,$48.20,C,0.482, ,$28.92,C,100,0.05,01 8997 37500
2/3 SE CABLE STRAP 2 HO,$50.68,C,0.5068, ,$30.41,C,100,0.06,01 8997 43625
1/0-2/0 SE CABLE STRAP ,$81.62,C,0.8162, ,$48.97,C,100,0.09,01 8997 82990
3/0-4/0 SE CABLE STRAP ,$98.92,C,0.9892, ,$59.35,C,100,0.1,01 8997 83770
strap se cable 1 hole,$0.00, ,, ,$0.00, ,0,,
 8/3-3/3 SE CABLE STRAP,$45.37,C,0.4537, ,$27.22,C,100,0.05,01 8997 00301
2/3 SE CABLE STRAP 1 HO,$137.40,C,1.374, ,$82.44,C,100,0.06,01 8997 00303
1-1/0-2/0 SE CABLE STRA,$203.09,C,2.0309, ,$121.85,C,100,0.09,01 8997 00133
3/0-4/0 SE CABLE STRAP ,$239.34,C,2.3934, ,$143.60,C,100,0.1,01 8997 00014
cu bx,$0.00, ,, ,$0.00, ,0,,
bx cable,$0.00, ,, ,$0.00, ,0,,
14/2 BX SOL 90D ARMOR,"$1,327.20",M,1.3272, ,$796.32,M,1000,0.02,98 0100 44000
12/2 BX SOL 90D ARMOR,$940.80,M,0.9408, ,$564.48,M,1000,0.022,98 0100 44005
10/2 BX SOL 90D ARMOR,"$2,066.40",M,2.0664, ,"$1,239.84",M,1000,0.025,98 0100 44010
 8/2 BX STR 90D ARMOR,"$2,772.00",M,2.772, ,"$1,663.20",M,1000,0.028,98 0100 44020
 6/2 BX STR 90D ARMOR,"$6,619.20",M,6.6192, ,"$3,971.52",M,1000,0.032,98 0100 44025
14/3 BX SOL 90D ARMOR,"$1,780.80",M,1.7808, ,"$1,068.48",M,1000,0.022,98 0100 44045
12/3 BX SOL 90D ARMOR,"$1,999.20",M,1.9992, ,"$1,199.52",M,1000,0.025,98 0100 44050
10/3 BX SOL 90D ARMOR,"$2,990.40",M,2.9904, ,"$1,794.24",M,1000,0.028,98 0100 44055
 8/3 BX STR 90D ARMOR,"$4,250.40",M,4.2504, ,"$2,550.24",M,1000,0.032,98 0100 44065
 6/3 BX STR 90D ARMOR,"$5,308.80",M,5.3088, ,"$3,185.28",M,1000,0.038,98 0100 44070
 4/3 BX STR 90D ARMOR,"$10,480.02",M,10.48002, ,$628.80,C,100,0.05,98 0100 44075
 3/3 BX STR 90D ARMOR,"$9,979.20",M,9.9792, ,$598.75,C,100,0.055,98 0100 44080
 2/3 BX STR 90D ARMOR,"$14,908.96",M,14.90896, ,$894.54,C,100,0.062,98 0100 44085
14/4 BX SOL 90D ARMOR,"$1,512.00",M,1.512, ,$907.20,M,1000,0.025,98 0100 44090
12/4 BX SOL 90D ARMOR,"$2,872.80",M,2.8728, ,"$1,723.68",M,1000,0.028,98 0100 44095
10/4 BX SOL 90D ARMOR,"$5,090.40",M,5.0904, ,"$3,054.24",M,1000,0.032,98 0100 44100
 8/4 BX STR 90D ARMOR,"$5,006.40",M,5.0064, ,"$3,003.84",M,1000,0.039,98 0100 44110
 6/4 BX STR 90D ARMOR,"$9,609.60",M,9.6096, ,$576.58,C,100,0.045,98 0100 44115
 4/4 BX STR 90D ARMOR,"$14,276.53",M,14.27653, ,$856.59,C,100,0.06,98 0100 44120
 3/4 BX STR 90D ARMOR,"$13,739.54",M,13.73954, ,$824.37,C,100,0.062,98 0100 44125
 2/4 BX STR 90D ARMOR,"$15,960.00",M,15.96, ,$957.60,C,100,0.066,98 0100 44130
bx/mc connector,$0.00, ,, ,$0.00, ,0,,
1/2 DIE CAST BX CONN,$572.17,C,5.7217, ,$343.30,C,100,0.06,05 0169 02511
1/2 D/C 2-SCREW CLAMP C,$585.60,C,5.856, ,$351.36,C,100,0.06,05 0169 02661
1/2    D/C DPLX BX/MC C,$896.42,C,8.9642, ,$537.85,C,100,0.1,05 0169 02611
bx/mci/hcf connector,$0.00, ,, ,$0.00, ,0,,
1/2 MCI/AC/HCF REDI LOK,$640.17,C,6.4017, ,$384.10,C,100,0.09,05 0169 02700
3/4 MCI/AC/HCF REDI LOK,$734.82,C,7.3482, ,$440.89,C,100,0.1,05 0169 02701
1/2 MCI/AC/HCF DUPLX  R,"$1,215.96",C,12.1596, ,$729.58,C,100,0.09,05 0169 02715
ins sqz flex 90 connect,$0.00, ,, ,$0.00, ,0,,
3/8 90D INS FLEX SQZ CO,"$2,607.87",C,26.0787, ,"$1,564.72",C,100,0.09,05 0169 03201
1/2 90D INS FLEX  SQZ C,"$2,870.23",C,28.7023, ,"$1,722.14",C,100,0.09,05 0169 03202
3/4 90D INS FLEX  SQZ C,"$4,818.22",C,48.1822, ,"$2,890.93",C,100,0.1,05 0169 03203
1-IN 90D INS FLEX  SQZ ,"$11,894.00",C,118.94, ,"$7,136.40",C,100,0.1,05 0169 03204
1-1/4 90D INS FLEX  SQZ,"$21,121.70",C,211.217, ,"$12,673.02",C,100,0.11,05 0169 03205
1-1/2 90D INS FLEX  SQZ,"$31,064.99",C,310.6499, ,"$18,638.99",C,100,0.12,05 0169 03206
2-IN 90D INS FLEX  SQZ ,"$42,586.96",C,425.8696, ,"$25,552.18",C,100,0.13,05 0169 03208
arlington bx/mc connect,$0.00, ,, ,$0.00, ,0,,
ARL SNAP2IT MC CONN,$127.08,C,1.2708, ,$76.25,C,100,0.05,01 8997 00070
ARL SNAP2IT 4W MC CONN,$127.08,C,1.2708, ,$76.25,C,100,0.05,01 8997 00382
ARL SNAP2IT LN MC CONN,$127.08,C,1.2708, ,$76.25,C,100,0.06,01 8997 00038
ARL SNAP2IT DUAL MC CON,$340.49,C,3.4049, ,$204.29,C,100,0.07,01 8997 40351
ARL STACKABLE CABLE STR,$22.61,C,0.2261, ,$13.57,C,100,0.06,01 8997 54010
arlington anti-short bu,$0.00, ,, ,$0.00, ,0,,
AS0 5/16 ANTI-SHORT BUS,$12.13,C,0.1213, ,$7.28,C,100,0.016,01 8997 10500
AS1 3/8  ANTI-SHORT BUS,$12.78,C,0.1278, ,$7.67,C,100,0.016,01 8997 10510
AS2 7/16 ANTI-SHORT BUS,$23.94,C,0.2394, ,$14.36,C,100,0.016,01 8997 10520
AS3 1/2 ANTI-SHORT BUSH,$36.58,C,0.3658, ,$21.95,C,100,0.016,01 8997 10530
AS4 3/4 ANTI-SHORT BUSH,$40.89,C,0.4089, ,$24.53,C,100,0.019,01 8997 10540
AS5 1 ANTI-SHORT BUSHIN,$251.72,C,2.5172, ,$151.03,C,100,0.019,01 8997 06052
AS6 1 1/4 ANTI-SHORT BU,$352.42,C,3.5242, ,$211.45,C,100,0.022,01 8997 06054
AS7 1 1/2 ANTI-SHORT BU,$402.74,C,4.0274, ,$241.64,C,100,0.022,01 8997 06056
AS8 2 - 2 1/2 ANTI-SHOR,$486.68,C,4.8668, ,$292.01,C,100,0.022,01 8997 06058
mc cable anti-short bus,$0.00, ,, ,$0.00, ,0,,
0 ANTI SHORT BUSHING,$21.84,C,0.2184, ,$13.10,C,100,0.016,98 0100 44160
1 ANTI SHORT BUSHING,$25.20,C,0.252, ,$15.12,C,100,0.019,98 0100 44164
2 ANTI SHORT BUSHING,$30.24,C,0.3024, ,$18.14,C,100,0.022,98 0100 44168
3 ANTI SHORT BUSHING,$35.28,C,0.3528, ,$21.17,C,100,0.022,98 0100 44172
4 ANTI SHORT BUSHING,$42.00,C,0.42, ,$25.20,C,100,0.022,98 0100 44176
cu branch mc cable,$0.00, ,, ,$0.00, ,0,,
mc cu branch cable,$0.00, ,, ,$0.00, ,0,,
14/2 MC CU CABLE,"$1,260.00",M,1.26, ,$756.00,M,1000,0.02,98 0100 44600
14/3 MC CU CABLE,"$2,100.00",M,2.1, ,"$1,260.00",M,1000,0.022,98 0100 44645
14/4 MC CU CABLE,"$2,721.60",M,2.7216, ,"$1,632.96",M,1000,0.025,98 0100 44690
12/2 MC CU CABLE,"$1,310.40",M,1.3104, ,$786.24,M,1000,0.022,98 0100 44605
12/3 MC CU CABLE,"$2,301.60",M,2.3016, ,"$1,380.96",M,1000,0.025,98 0100 44650
12/4 MC CU CABLE,"$3,024.00",M,3.024, ,"$1,814.40",M,1000,0.028,98 0100 44695
10/2 MC CU CABLE,"$2,872.80",M,2.8728, ,"$1,723.68",M,1000,0.025,98 0100 44610
10/3 MC CU CABLE,"$3,998.40",M,3.9984, ,"$2,399.04",M,1000,0.028,98 0100 44655
10/4 MC CU CABLE,"$6,148.80",M,6.1488, ,"$3,689.28",M,1000,0.032,98 0100 44700
home run mc cables - co,$0.00, ,, ,$0.00, ,0,,
12/6 SOLID COPPER MC CA,"$4,468.80",M,4.4688, ,"$2,681.28",M,1000,0.028,98 0100 34590
12/8 SOLID COPPER MC CA,"$5,577.60",M,5.5776, ,"$3,346.56",M,1000,0.032,98 0100 34723
12/12 SOLID COPPER MC C,"$4,592.80",M,4.5928, ,"$2,755.68",M,1000,0.038,98 0100 34724
10/6 SOLID COPPER MC CA,"$1,797.60",M,1.7976, ,"$1,078.56",M,1000,0.0325,98 0100 34582
10/8 SOLID COPPER MC CA,"$2,385.60",M,2.3856, ,"$1,431.36",M,1000,0.0375,98 0100 34729
12/6 STRANDED COPPER MC,"$5,476.80",M,5.4768, ,"$3,286.08",M,1000,0.0285,98 0100 50340
12/8 STRANDED COPPER MC,"$14,464.80",M,14.4648, ,"$8,678.88",M,1000,0.032,98 0100 50345
12/12 STRANDED COPPER M,"$6,216.00",M,6.216, ,"$3,729.60",M,1000,0.038,98 0100 50350
10/8 STRANDED COPPER MC,"$6,232.80",M,6.2328, ,"$3,739.68",M,1000,0.0365,98 0100 50355
mc al pvc cable w/sol c,$0.00, ,, ,$0.00, ,0,,
MC-AP-AL-14/2-SOL-CU,"$1,192.80",M,1.1928, ,$715.68,M,1000,0.02,98 0100 28100
MC-AP-AL-14/3-SOL-CU,"$1,730.40",M,1.7304, ,"$1,038.24",M,1000,0.022,98 0100 28130
MC-AP-AL-14/4-SOL-CU,"$2,486.40",M,2.4864, ,"$1,491.84",M,1000,0.024,98 0100 28160
MC-AP-AL-12/2-SOL-CU,"$1,209.60",M,1.2096, ,$725.76,M,1000,0.022,98 0100 28110
MC-AP-AL-12/3-SOL-CU,"$2,133.60",M,2.1336, ,"$1,280.16",M,1000,0.025,98 0100 28140
MC-AP-AL-12/4-SOL-CU,"$3,124.80",M,3.1248, ,"$1,874.88",M,1000,0.028,98 0100 28170
MC-AP-AL-10/2-SOL-CU,"$2,553.60",M,2.5536, ,"$1,532.16",M,1000,0.025,98 0100 28120
MC-AP-AL-10/3-SOL-CU,"$3,561.60",M,3.5616, ,"$2,136.96",M,1000,0.028,98 0100 28150
MC-AP-AL-10/4-SOL-CU,"$5,292.00",M,5.292, ,"$3,175.20",M,1000,0.032,98 0100 28180
mc ap al cable w/str cu,$0.00, ,, ,$0.00, ,0,,
MC-AP-AL-12/2-STR-CU,"$1,478.40",M,1.4784, ,$887.04,M,1000,0.022,98 0100 28210
MC-AP-AL-12/3-STR-CU,"$2,738.40",M,2.7384, ,"$1,643.04",M,1000,0.025,98 0100 28240
MC-AP-AL-12/4-STR-CU,"$1,797.60",M,1.7976, ,"$1,078.56",M,1000,0.028,98 0100 28260
MC-AP-AL-10/2-STR-CU,"$2,772.00",M,2.772, ,"$1,663.20",M,1000,0.025,98 0100 28220
MC-AP-AL-10/3-STR-CU,"$4,552.80",M,4.5528, ,"$2,731.68",M,1000,0.028,98 0100 28250
MC-AP-AL-10/4-STR-CU,"$6,837.60",M,6.8376, ,"$4,102.56",M,1000,0.032,98 0100 28270
mc stl cable w/sol cu w,$0.00, ,, ,$0.00, ,0,,
MC-STL-14/2-SOL-CU,"$1,260.00",M,1.26, ,$756.00,M,1000,0.02,98 0100 34672
MC-STL-14/3-SOL-CU,"$2,100.00",M,2.1, ,"$1,260.00",M,1000,0.022,98 0100 34682
MC-STL-14/4-SOL-CU,"$2,469.60",M,2.4696, ,"$1,481.76",M,1000,0.025,98 0100 34501
MC-STL-12/2-SOL-CU,"$1,310.40",M,1.3104, ,$786.24,M,1000,0.022,98 0100 34606
MC-STL-12/3-SOL-CU,"$2,301.60",M,2.3016, ,"$1,380.96",M,1000,0.025,98 0100 34653
MC-STL-12/4-SOL-CU,"$3,024.00",M,3.024, ,"$1,814.40",M,1000,0.028,98 0100 34696
MC-STL-10/2-SOL-CU,"$2,872.80",M,2.8728, ,"$1,723.68",M,1000,0.025,98 0100 34611
MC-STL-10/3-SOL-CU,"$3,998.40",M,3.9984, ,"$2,399.04",M,1000,0.028,98 0100 34656
MC-STL-10/4-SOL-CU,"$6,148.80",M,6.1488, ,"$3,689.28",M,1000,0.032,98 0100 34699
mc pvc Jkt cable w/sol ,$0.00, ,, ,$0.00, ,0,,
MC-PVC-JKT-14/2-SOL-CU,"$1,558.41",M,1.55841, ,$935.05,M,1000,0.02,98 0100 34331
MC-PVC-JKT-14/3-SOL-CU,"$2,772.00",M,2.772, ,"$1,663.20",M,1000,0.022,98 0100 34326
MC-PVC-JKT-14/4-SOL-CU,"$10,634.40",M,10.6344, ,"$6,380.64",M,1000,0.025,98 0100 34321
MC-PVC-JKT-12/2-SOL-CU,"$2,100.00",M,2.1, ,"$1,260.00",M,1000,0.03,98 0100 34346
MC-PVC-JKT-12/3-SOL-CU,"$4,216.80",M,4.2168, ,"$2,530.08",M,1000,0.025,98 0100 34341
MC-PVC-JKT-12/4-SOL-CU,"$4,233.60",M,4.2336, ,"$2,540.16",M,1000,0.028,98 0100 34336
MC-PVC-JKT-10/2-SOL-CU,"$3,074.40",M,3.0744, ,"$1,844.64",M,1000,0.025,98 0100 34361
MC-PVC-JKT-10/3-SOL-CU,"$4,972.80",M,4.9728, ,"$2,983.68",M,1000,0.028,98 0100 34356
MC-PVC-JKT-10/4-SOL-CU,"$6,568.80",M,6.5688, ,"$3,941.28",M,1000,0.032,98 0100 34351
MC-PVC-JKT-8/2-SOL-CU,"$6,972.00",M,6.972, ,"$4,183.20",M,1000,0.028,98 0100 34376
MC-PVC-JKT-8/3-SOL-CU,"$6,585.60",M,6.5856, ,"$3,951.36",M,1000,0.032,98 0100 34371
MC-PVC-JKT-8/4-SOL-CU,"$6,190.46",M,6.19046, ,"$3,714.28",M,1000,0.039,98 0100 34366
feeder mc cable,$0.00, ,, ,$0.00, ,0,,
mc cu feeder cable,$0.00, ,, ,$0.00, ,0,,
 8/2 MC CU CABLE,"$3,343.20",M,3.3432, ,"$2,005.92",M,1000,0.028,98 0100 44595
 8/3 MC CU CABLE,"$4,804.80",M,4.8048, ,"$2,882.88",M,1000,0.032,98 0100 44665
 8/4 MC CU CABLE,"$5,712.00",M,5.712, ,"$3,427.20",M,1000,0.039,98 0100 44620
 6/2 MC CU CABLE,"$4,956.00",M,4.956, ,"$2,973.60",M,1000,0.032,98 0100 44660
 6/3 MC CU CABLE,"$7,224.00",M,7.224, ,"$4,334.40",M,1000,0.038,98 0100 44670
 6/4 MC CU CABLE,"$8,803.20",M,8.8032, ,"$5,281.92",M,1000,0.045,98 0100 44625
 4/3 MC CU CABLE,"$10,869.60",M,10.8696, ,"$6,521.76",M,1000,0.05,98 0100 44675
 4/4 MC CU CABLE,"$15,288.00",M,15.288, ,"$9,172.80",M,1000,0.06,98 0100 44630
 3/3 MC CU CABLE,"$11,608.80",M,11.6088, ,"$6,965.28",M,1000,0.055,98 0100 44680
 3/4 MC CU CABLE,"$18,026.40",M,18.0264, ,"$10,815.84",M,1000,0.062,98 0100 44635
 2/3 MC CU CABLE,"$25,788.00",M,25.788, ,"$15,472.80",M,1000,0.062,98 0100 44685
 2/4 MC CU CABLE,"$19,622.40",M,19.6224, ,"$11,773.44",M,1000,0.066,98 0100 44640
 1/3 MC CU CABLE,"$24,225.60",M,24.2256, ,"$14,535.36",M,1000,0.07,98 0100 44615
mc al cable w/str al wi,$0.00, ,, ,$0.00, ,0,,
8/2 AL MC CABLE W/ GRN ,"$3,595.20",M,3.5952, ,"$2,157.12",M,1000,0.028,98 0100 44710
8/3 AL MC CABLE W/ GRN ,"$5,056.80",M,5.0568, ,"$3,034.08",M,1000,0.032,98 0100 44712
8/4 AL MC CABLE W/ GRN ,"$5,796.00",M,5.796, ,"$3,477.60",M,1000,0.039,98 0100 44718
6/2 AL MC CABLE W/ GRN ,"$5,493.60",M,5.4936, ,"$3,296.16",M,1000,0.032,98 0100 44711
6/3 AL MC CABLE W/ GRN ,"$6,770.40",M,6.7704, ,"$4,062.24",M,1000,0.038,98 0100 44713
6/4 AL MC CABLE W/ GRN ,"$9,592.80",M,9.5928, ,"$5,755.68",M,1000,0.045,98 0100 44719
4/3 AL MC CABLE W/ GRN ,"$10,701.60",M,10.7016, ,"$6,420.96",M,1000,0.05,98 0100 44714
4/4 AL MC CABLE W/ GRN ,"$10,500.00",M,10.5, ,"$6,300.00",M,1000,0.06,98 0100 44720
3/3 AL MC CABLE W/ GRN ,"$13,372.80",M,13.3728, ,"$8,023.68",M,1000,0.055,98 0100 44715
3/4 AL MC CABLE W/ GRN ,"$13,826.40",M,13.8264, ,"$8,295.84",M,1000,0.062,98 0100 44721
2/3 AL MC CABLE W/ GRN ,"$17,522.40",M,17.5224, ,"$10,513.44",M,1000,0.062,98 0100 44716
2/4 AL MC CABLE W/ GRN ,"$19,538.40",M,19.5384, ,"$11,723.04",M,1000,0.066,98 0100 44722
mc al cable w/str al wi,$0.00, ,, ,$0.00, ,0,,
MC-AL-4-4-4-6-STR-AL 75,"$3,897.60",M,3.8976, ,"$2,338.56",M,1000,0.0361,98 0120 50410
MC-AL-2-2-2-6-STR-AL 10,"$3,981.60",M,3.9816, ,"$2,388.96",M,1000,0.0437,98 0120 50420
MC-AL-1-1-1-4-STR-AL 11,"$18,144.00",M,18.144, ,"$10,886.40",M,1000,0.0475,98 0120 50430
MC-AL-1/0-3&4-STR-AL 13,"$8,702.40",M,8.7024, ,"$5,221.44",M,1000,0.05225,98 0120 50440
MC-AL-2/0-3&4-STR-AL 15,"$12,264.00",M,12.264, ,"$7,358.40",M,1000,0.057,98 0120 50450
MC-AL-3/0-3&4-STR-AL 17,"$15,708.00",M,15.708, ,"$9,424.80",M,1000,0.06175,98 0120 50460
MC-AL-4/0-3&2-STR-AL 20,"$21,386.40",M,21.3864, ,"$12,831.84",M,1000,0.0665,98 0120 50470
MC-AL-250-3&2-STR-AL 23,"$21,854.14",M,21.85414, ,"$13,112.48",M,1000,0.07125,98 0120 50480
MC-AL-300-3&2-STR-AL 25,"$6,731.76",M,6.73176, ,"$4,039.06",M,1000,0.076,98 0120 50490
MC-AL-350-3&2-STR-AL 28,"$7,614.87",M,7.61487, ,"$4,568.92",M,1000,0.0855,98 0120 50500
MC-AL-400-3&1-STR-AL 30,"$33,171.81",M,33.17181, ,"$19,903.09",M,1000,0.0905,98 0120 50510
