Item Name,Price Per foot or Unit,Bid Labor Per Foot or Unit
3/0 - 500 SPLIT BOLT 3/,$0.00,123.60
uniground,,
1 UNIGROUND 8 - 2,$0.00,0.82
5/8 UNIGROUND 8 - 2,$0.00,0.82
copper ground c tap,,
6 - 2 TO 6 - 2 CU GRD C,$0.00,0.36
1 - 2/0 TO 6 - 2 CU GRD,$0.00,0.41
1 - 2/0 TO 1 - 2/0 CU G,$0.00,0.41
3/0 - 250 TO 6 - 2/0  C,$0.00,0.46
300 - 500 TO 1 - 2/0 CU,$0.00,0.46
3/0 - 250 TO 3/0 - 250 ,$0.00,0.67
300 - 500 TO 3/0 - 250 ,$0.00,0.67
300 - 500 TO 300 - 500 ,$0.00,0.67
ground grid to rod,,
"YGLR29C12 1/2"" ROD 250",$0.00,0.46
"YGLR29C58 5/8"" ROD 250",$0.00,0.46
"YGLR29C34 3/4"" ROD 250",$0.00,0.46
"YGLR29C100  1"" ROD 250",$0.00,0.46
"YGLR34C12 1/2"" ROD 500",$0.00,0.67
"YGLR34C58 5/8"" ROD 500",$0.00,0.67
"YGLR34C34 3/4"" ROD 500",$0.00,0.67
"YGLR34C100  1"" ROD 500",$0.00,0.67
YGLR29C12TN 1/2 ROD 250,$0.00,0.46
YGLR29C58TN 5/8 ROD 250,$0.00,0.46
YGLR29C34TN 3/4 ROD 250,$0.00,0.46
YGLR34C12TN 1/2 ROD 500,$0.00,0.67
YGLR34C58TN 5/8 ROD 500,$0.00,0.67
YGLR34C34TN 3/4 ROD 500,$0.00,0.67
YGF29-2N   2-250 2-HOLE,$0.00,0.67
YGF29-4N   2-250 4-HOLE,$0.00,0.77
YGF34-4N 250-500 4-HOLE,$0.00,0.67
YGF34-4N 250-500 4-HOLE,$0.00,0.77
YGHC2C2    #2-#2 E-TAP,$0.00,0.10
YGHC26C2  2/0-#2  E-TAP,$0.00,0.12
YGHC26C26 2/0-2/0 E-TAP,$0.00,0.12
YGHC29C26 250-2/0 E-TAP,$0.00,0.15
YGHC29C29 250-250 E-TAP,$0.00,0.15
YGHC34C26 500-2/0 E-TAP,$0.00,0.15
YGHC34C29 500-250 E-TAP,$0.00,0.15
YGHC34C34 500-500 E-TAP,$0.00,0.15
YGHP2C2    #2-#2,$0.00,0.10
YGHP29C2  250-#2,$0.00,0.12
YGHP29C26 250-2/0,$0.00,0.15
YGHP29C29 250-250,$0.00,0.15
YGHP34C2  500-#2,$0.00,0.12
YGHP34C26 500-2/0,$0.00,0.15
YGHP34C29 500-250,$0.00,0.15
YGHP34C34 500-500,$0.00,0.15
"YGHR26C12 1/2"" ROD 2/0",$0.00,0.21
"YGHR26C58 5/8"" ROD 2/0",$0.00,0.21
"YGHR26C34 3/4"" ROD 2/0",$0.00,0.21
"YGHR26C100  1"" ROD 2/0",$0.00,0.21
"YGHR29C12 1/2"" ROD 250",$0.00,0.26
"YGHR29C58 5/8"" ROD 250",$0.00,0.26
"YGHR29C34 3/4"" ROD 250",$0.00,0.26
"YGHR29C100  1"" ROD 250",$0.00,0.26
"YGHR34C58 5/8"" ROD 500",$0.00,0.36
"YGHR34C34 3/4"" ROD 500",$0.00,0.36
"YGHR34C100  1"" ROD 500",$0.00,0.36
YGHR4C34TN  3/4 ROD #4,$0.00,0.15
YGHR2C34TN  3/4 ROD #2,$0.00,0.15
YGHR26C12TN 1/2 ROD 2/0,$0.00,0.21
YGHR26C58TN 5/8 ROD 2/0,$0.00,0.21
YGHR26C34TN 3/4 ROD 2/0,$0.00,0.21
YGHR29C12TN 1/2 ROD 250,$0.00,0.26
YGHR29C58TN 5/8 ROD 250,$0.00,0.26
YGHR29C34TN 3/4 ROD 250,$0.00,0.26
YGHR34C58TN 5/8 ROD 500,$0.00,0.36
YGHR34C34TN 3/4 ROD 500,$0.00,0.36
ground stud,,
"GSTUD14HY  1/4"" ROD",$0.00,0.15
"GSTUD38HY  3/8"" ROD",$0.00,0.21
"GSTUD916HY 5/8"" ROD",$0.00,0.26
"GSTUD34HY  3/4"" ROD",$0.00,0.31
static ground receptacl,,
YGT275 STATIC GRD REC,$0.00,1.03
YTTAG388 AIRCRFT STAT G,$0.00,1.29
treated wood posts & lu,,
4X4X8 TREATED POST,$0.00,0.26
4X4X10 TREATED POST,$0.00,0.52
6X6X10 TREATED POST,$0.00,0.52
2X4 TREATED LUMBER,$0.00,0.21
1X4 TREATED LUMBER,$0.00,0.21
cross arms & braces,,
8 FT 6 PIN WOOD X ARM,$0.00,0.31
10 FT 8 PIN WOOD X ARM,$0.00,0.52
40 IN STEEL X ARM,$0.00,0.52
   FLAT X ARM BRACE,$0.00,0.10
60 IN BOW BRACE,$0.00,0.31
"1"" CROSS ARM PIN",$0.00,0.25
"1-3/8"" CROSS ARM PIN",$0.00,0.30
hardware,,
1/2 CARRIAGE BOLT,$0.00,0.52
16 IN DOUBLE ARMING BOL,$0.00,0.10
5/8 X 10 GALV. BOLT,$0.00,0.10
5/8 X 12 GALV. BOLT,$0.00,0.10
5/8 X 14 GALV. BOLT,$0.00,0.10
1/2 IN X 1 1/2 LAG BOLT,$0.00,0.10
1/4 X 2 LAG BOLT,$0.00,0.10
1/2 X 5/16 LAG BOLT,$0.00,0.10
3/8 X 4 LAG BOLT,$0.00,0.10
1/2 X 4 LAG BOLT,$0.00,0.10
DOUBLE ARMING PLATE,$0.00,0.15
Cob 180 Bracket 2 5/8 X,$0.00,0.00
GROUND WIRE STAPLES,$0.00,2.06
MOULDING STAPLES,$0.00,2.06
1/2 NUT,$0.00,2.06
5/8 NUT,$0.00,2.06
3/4 NUT,$0.00,3.09
5/8 STATIC NUT,$0.00,2.06
1/4 X 1 1/2 LAG BOLT,$0.00,2.06
5/8 X 10 IN POLE STEP,$0.00,2.06
2X2X5/8 WASHER,$0.00,2.06
2X2X3/4 WASHER,$0.00,2.06
4X4X3/4 WASHER,$0.00,2.06
"3/4""  X 12"" CLEVIS BOLT",$0.00,0.20
"3/4""  X 14"" CLEVIS BOLT",$0.00,0.20
"3/4"" - 10""  X 10"" CLEVI",$0.00,0.25
"5/8"" X 18"" EYE BOLT",$0.00,0.20
"5/8"" - 11"" X 20"" EYE BO",$0.00,0.25
"5/8"" X 22"" EYE BOLT",$0.00,0.30
"1-1/2"" X 24 15D COMM BR",$0.00,0.00
misc grounding connecto,,
COPPPER BUTT PLATE,$0.00,10.30
1/2 GRND BUSHING,$0.00,5.15
1/2 2-HOLE STRAPS,$0.00,5.15
#6 KEARNY,$0.00,5.15
#4 KEARNY,$0.00,5.15
#2 KEARNY,$0.00,5.15
anchors & guys,,
6. SCREW ANCHOR,$0.00,0.41
8. SCREW ANCHOR,$0.00,0.52
"10"" SWAMP SCREW ANCHOR",$0.00,0.52
315. SCREW ANCHOR,$0.00,0.77
8 BUST ANCHOR,$0.00,1.03
1. GUY EXT. ROD,$0.00,0.10
1/4 GUY WIRE,$0.00,0.02
5/16 GUY WIRE,$0.00,0.02
3/8  GUY WIRE,$0.00,0.02
7/16 GUY WIRE,$0.00,0.02
1/2 GUY WIRE,$0.00,0.02
1/4 3-BOLT CLAMP,$0.00,0.10
3/8 3-BOLT CLAMP,$0.00,0.10
1/2 3-BOLT CLAMP,$0.00,0.10
     GUY CLIP,$0.00,0.10
ANCHOR BOND CLAMP,$0.00,0.52
8 FOOT PLASTIC GUARD,$0.00,0.52
THIMBLE EYE ATTCHMENT,$0.00,0.26
GUY HOOK,$0.00,0.10
THIMBLE EYE BOLT,$0.00,0.10
GUY WIRE THIMBLE,$0.00,0.10
POLE STRAIN PLATE,$0.00,0.10
S/WALK GUY POLE PLATE,$0.00,0.21
S/WALK GUY END FITTING,$0.00,0.21
2X5 SIDEWALK GUY PIPE,$0.00,0.26
12 EXPANSION STRAIN INS,$0.00,0.10
18 EXPANSION STRAIN INS,$0.00,0.10
24 EXPANSION STRAIN INS,$0.00,0.10
"U-GUARD 2""D X 5'L W/BEL",$0.00,0.26
"U-GUARD  4""D X 5'L W/BE",$0.00,0.52
"5/8"" ANGLE THIMBLE EYE",$0.00,0.35
7' SHAFT SCREW ANCHOR,$0.00,1.60
5' SHAFT,$0.00,0.50
10' SHAFT,$0.00,0.60
POLE PLATE,$0.00,1.00
"3/16"" GALV GUY STRAND W",$0.00,12.36
" 1/4"" GALV GUY STRAND W",$0.00,12.36
" 3/8"" GALV GUY STRAND W",$0.00,12.36
" 1/2"" GALV GUY STRAND W",$0.00,12.36
"#20GDE-3/16"" GUY-GRIP(S",$0.00,20.60
"#25GDE- 1/4"" GUY-GRIP(S",$0.00,20.60
"#35GDE- 3/8"" GUY-GRIP(S",$0.00,20.60
"#45GDE- 1/2"" GUY-GRIP(S",$0.00,20.60
GUY STRUT  #2056&2057(S,$0.00,20.60
GUY HOOK ANCHOR#60624(S,$0.00,20.60
GUY EXP  ANCHOR#60510(S,$0.00,20.60
GUY ROCK ANCHOR#22160(S,$0.00,20.60
GUY UNI  GUARD  #7577(S,$0.00,20.60
GUY PARA   CLAMP#7455(S,$0.00,20.60
GUY DEDEND CLAMP#7479(S,$0.00,20.60
suspension insulators,,
4.25 SUSP INSUL.,$0.00,0.21
6. SUSP INSUL.,$0.00,0.21
7.5 SUSP INSUL.,$0.00,0.21
10 SUSP INSUL.,$0.00,0.21
NEUTRAL CLEV.W/O INSULA,$0.00,0.10
2. SPOOL SEC RACK,$0.00,0.15
3. SPOOL SEC RACK,$0.00,0.21
4. SPOOL SEC RACK,$0.00,0.26
   SINGLE UPSET BOLT,$0.00,0.10
3. SECONDARY SPOOL,$0.00,0.05
2. SCREW WIRE HOLDER,$0.00,0.05
1.25-2.5 PIPE WIRE HOLD,$0.00,0.10
7 15KV PIN INSULATOR,$0.00,0.10
9 22KV PIN INSULATOR,$0.00,0.10
10 1/2 30 KV PIN INSULA,$0.00,0.10
20 POLE TOP PIN,$0.00,0.15
24 POLE TOP PIN,$0.00,0.21
WOOD X ARM PIN,$0.00,0.10
STEEL X ARM PIN,$0.00,0.10
12 PIN STAND OFF BRACKE,$0.00,0.10
18 PIN STAND OFF BRACKE,$0.00,0.10
1 PIN EPOXY STAND OFF,$0.00,0.26
POLE TOP BRACKET,$0.00,0.00
POLE TOP EXTENSION BRAC,$0.00,0.00
"15"" Pole Top Pin",$0.00,0.00
"2"" X 16' PIKE POLE",$0.00,0.00
#4 STNDOFF POST-IN BRKT,$0.00,0.10
#9 STNDOFF POST-IN BRKT,$0.00,0.10
#12 STNDOFF POST-IN BRK,$0.00,0.15
#15 STNDOFF POST-IN BRK,$0.00,0.15
5/8 LINE POST STUD BOLT,$0.00,0.10
3/4 LINE POST STUD BOLT,$0.00,0.10
FIELD WELD SUPPORT,$0.00,0.52
CLEVIS TYPE WIREHOLDER,$0.00,0.00
BLOCK W/STEEL MEAT HOOK,$0.00,0.00
23KV XMISSION INS  #393,$0.00,25.75
12KV XMISSION INS  #278,$0.00,25.75
cable connectors,,
#6-1/0 DEAD END SHOE,$0.00,0.21
#2/0 -396 DEAD END SHOE,$0.00,0.21
#6-1/0 DEAD END SHOE,$0.00,0.21
#6-400 HL CLAMP,$0.00,0.21
#6-1/0 HL STIRRUP,$0.00,0.21
1/0-396HL STIRRUP,$0.00,0.26
cutout,,
7.8KV 100A F/CUTOUT,$0.00,0.52
15KV 100A F/CUTOUT,$0.00,0.77
27KV 100A F/CUTOUT,$0.00,1.03
15KV 200A F/CUTOUT,$0.00,1.29
100A HV POLETOP CUTOUT ,$0.00,4.64
200A HV POLETOP CUTOUT ,$0.00,6.18
switch,,
200A HSO DISCNT SWITCH,$0.00,1.55
400A HSO DISCNT SWITCH,$0.00,2.06
600A HSO DISCNT SWITCH,$0.00,3.09
600A GOAB SWITCH,$0.00,12.36
FUSELINK,$0.00,0.10
3 PHASE POLE TOP KPF SW,$0.00,24.72
arrestor,,
3KV ARRESTOR,$0.00,0.52
10KV ARRESTOR,$0.00,0.77
27KV ARRESTOR,$0.00,1.03
bayonet / messenger cla,,
36 STRIAGHT BAYONET,$0.00,0.10
66 STRAIGHT BAYONET,$0.00,0.15
66 CORNER BAYONET,$0.00,0.26
STRAIGHT MESS. CLAMP,$0.00,0.10
MESS. U-BOLT CLAMP,$0.00,0.05
MESS. HANGER,$0.00,0.10
MESS STRAIN CLAMP,$0.00,0.21
BLOCK W/STL MEAT HOOK,$0.00,0.52
anchor rod,,
"1-1/4"" X 10' ANCHOR ROD",$0.00,0.90
alluminum quadraplex,,
#4 ALUM QUARDRAPLEX,0,0.0103
#2 ALUM QUARDRAPLEX,0,0.0103
#1/0 ALUM QUARDRAPLEX,0,0.01236
#2/0 ALUM QUARDRAPLEX,0,0.01236
#3/0 ALUM QUARDRAPLEX,0,0.01339
#4/0 ALUM QUARDRAPLEX,0,0.01442
#6 ALUM QUARDRAPLEX,0,0.0103
al service entrance cab,,
SER 8-8-8-8         (AL,0,0.0515
SER 6-6-6-6         (AL,0,0.05974
SER 4-4-4-6         (AL,0,0.06798
SER 3-3-3-5         (AL,0,0.07622
SER 2-2-2-4         (AL,0,0.08446
SER 1-1-1-3         (AL,0,0.0927
SER 1/0-1/0-1/0-2   (AL,0,0.10094
SER 2/0-2/0-2/0-1   (AL,0,0.10918
SER 3/0-3/0-3/0-1/0 (AL,0,0.11742
SER 4/0-4/0-4/0-2/0 (AL,0,0.12566
alluminum triplex,,
6 ALUM TRIPLEX,0,0.0103
4 ALUM TRIPLEX,0,0.0103
2 ALUM TRIPLEX,0,0.0103
1/0 ALUM TRIPLEX,0,0.0103
2/0 ALUM TRIPLEX,0,0.0103
3/0 ALUM TRIPLEX,0,0.01339
4/0 ALUM TRIPLEX,0,0.01442
ascr bare alluminum cab,,
   # 6  ASCR BARE ALIUM,0,0.0103
   # 4  ASCR BARE ALIUM,0,0.0103
   # 2  ASCR BARE ALIUM,0,0.0103
# 1/0   ASCR BARE ALIUM,0,0.01133
# 2/0   ASCR BARE ALIUM,0,0.01133
# 3/0   ASCR BARE ALIUM,0,0.01236
# 4/0   ASCR BARE ALIUM,0,0.01339
# 266.8 ASCR BARE ALIUM,0,0.01442
# 336.4 ASCR BARE ALIUM,0,0.01545
# 397.5 ASCR BARE ALIUM,0,0.01648
#477    ASCR BARE ALIUM,0,0.01751
#556.5  ASCR BARE ALIUM,0,0.01751
alluminum wedge clamp,,
#6 - #2   ALUM WEDGE CL,$0.00,10.30
#1/0-#3/0 ALUM WEDGE CL,$0.00,10.30
#4/0      ALUM WEDGE CL,$0.00,10.30
hot line clamp,,
AH4 HOT LINE CLAMP,$0.00,0.15
AH4XB HOT LINE CLAMP,$0.00,0.15
AH4GP HOT LINE CLAMP,$0.00,0.15
AH4GPXB HOT LINE CLAMP,$0.00,0.15
AH7 HOT LINE CLAMP,$0.00,0.15
AHLS022016E STIRRUP CLA,$0.00,0.15
AHLS022019E STIRRUP CLA,$0.00,0.15
AHLS024019E STIRRUP CLA,$0.00,0.15
AHLS024021E STIRRUP CLA,$0.00,0.15
AHLS397021E STIRRUP CLA,$0.00,0.15
AHLS954022E STIRRUP CLA,$0.00,0.15
parallel groove connect,,
LC51A PARALLEL CONNECTO,$0.00,0.15
LC51AXB PARALLEL CONNEC,$0.00,0.15
LC51C PARALLEL CONNECTO,$0.00,0.15
LC51CXB PARALLEL CONNEC,$0.00,0.15
LC511AXB PARALLEL CONNE,$0.00,0.15
LC52A PARALLEL CONNECTO,$0.00,0.15
LC52AXB PARALLEL CONNEC,$0.00,0.15
LC52C PARALLEL CONNECTO,$0.00,0.15
LC52CXB PARALLEL CONNEC,$0.00,0.15
LC522AXB PARALLEL CONNE,$0.00,0.15
LC53AXB PARALLEL CONNEC,$0.00,0.15
LC542XB PARALLEL CONNEC,$0.00,0.15
LC71B PARALLEL CONNECTO,$0.00,0.15
LC72B PARALLEL CONNECTO,$0.00,0.15
LC73B PARALLEL CONNECTO,$0.00,0.15
LC74B PARALLEL CONNECTO,$0.00,0.15
#6-#2 P/GROOVE CONN,$0.00,15.45
#2-#2/0   P/GROOVE CONN,$0.00,20.60
#2/0-#4/0 P/GROOVE CONN,$0.00,30.90
#4/0-#500 P/GROOVE CONN,$0.00,41.20
#500-1000 P/GROOVE CONN,$0.00,0.00
c-tap,,
6  C-TAP,$0.00,10.30
4  C-TAP,$0.00,10.30
2  C-TAP,$0.00,10.30
strain sleeve,,
6  STRAIN SLEEVE,$0.00,10.30
4  STRAIN SLEEVE,$0.00,10.30
2  STRAIN SLEEVE,$0.00,10.30
2/0  STRAIN SLEEVE,$0.00,10.30
350  STRAIN SLEEVE,$0.00,10.30
500  STRAIN SLEEVE,$0.00,25.75
aerial lug,,
1/0-4/0 AERIAL LUG,$0.00,25.75
250-500 AERIAL LUG,$0.00,25.75
pothead,,
15KV #4/0-500 POTHEAD,$0.00,2.06
15KV #500-750 POTHEAD,$0.00,3.09
25KV #500-750 POTHEAD,$0.00,4.12
25KV #2-4/0 POTHEAD,$0.00,3.09
al setscrew pad lugs,,
L3M210 AL SETSCREW PAD ,$0.00,1.03
L3M225O AL SETSCREW PAD,$0.00,1.03
L3M23/0 AL SETSCREW PAD,$0.00,1.03
L3M235O AL SETSCREW PAD,$0.00,1.03
L3M250O AL SETSCREW PAD,$0.00,1.03
L3M425O AL SETSCREW PAD,$0.00,1.03
L3M435O AL SETSCREW PAD,$0.00,1.03
L3M450O AL SETSCREW PAD,$0.00,1.03
copper alloy split bolt,,
SBN2 SPLIT BOLT #6-#2 B,$0.00,0.67
SBN4 SPLIT BOLT #8-#4 B,$0.00,0.67
SBN6 SPLIT BOLT #8-#6 B,$0.00,0.67
SBN8 SPLIT BOLT #10-#8 ,$0.00,0.67
SBN10 SPLIT BOLT #4-1/0,$0.00,0.67
SBN20 SPLIT BOLT #2-2/0,$0.00,0.67
SBN30 SPLIT BOLT #1-3/0,$0.00,0.67
SBN250 SPLIT BOLT 1-250,$0.00,0.67
SBN350 SPLIT BOLT 4/0-3,$0.00,0.67
SBN500 SPLIT BOLT 300-5,$0.00,0.67
C-750 SPLIT BOLT 350-75,$0.00,0.67
C-1000 SPLIT BOLT 500-1,$0.00,0.67
transformer racks,,
SINGLE XFMER RACK,$0.00,4.64
TRIPLE XFMER RACK,$0.00,6.18
equipment,,
LINE TRUCK  P/CREW 1 HO,$0.00,1.00
BOOM LIFT TRUCK P/CREW ,$0.00,1.00
HOT STICKS,$0.00,0.00
SINGLE REEL WIRE TRAILE,$0.00,0.00
TRIPLE REEL 60 IN WIRE ,$0.00,0.00
regulator,,
25 KVA REGULATOR,$0.00,10.30
capacitor,,
25 KVAR CAPACITOR,$0.00,5.67
drop clamps,,
WIRE DROP CLAMP#22500(S,$0.00,20.60
SERV DROP CLAMP#60643(S,$0.00,20.60
DEAD-END  INS  #60901(S,$0.00,20.60
SERV DROP INS  #61340(S,$0.00,20.60
SPOOL INS CLEVIS #561(S,$0.00,20.60
CABLE U-GUARD  #22260(S,$0.00,20.60
POLE TOP PINS  # 34-H(S,$0.00,20.60
CROSSARM PINS  # 5714(S,$0.00,20.60
transformers,,
1-XMER POLETOP CLUSTER ,$0.00,6.18
2-XMER POLETOP CLUSTER ,$0.00,8.24
3-XMER POLETOP CLUSTER ,$0.00,12.36
1-EQPT POLETOP BAND MOU,$0.00,4.12
2-EQPT POLETOP BAND MOU,$0.00,6.18
3-EQPT POLETOP BAND MOU,$0.00,8.24
cable bus supports,,
CABLE BUS FRAME SUPPORT,$0.00,6.25
CABLE BUS PEDESTAL SUPP,$0.00,4.75
CABLE BUS WALL BRACKET,$0.00,4.50
600v cu cable bus entra,,
600A 600V 3W CU CBL BUS,$0.00,4.60
800A 600V 3W CU CBL BUS,$0.00,4.60
1000A 600V 3W CU CBL BU,$0.00,4.60
1200A 600V 6W CU CBL BU,$0.00,4.80
1600A 600V 6W CU CBL BU,$0.00,4.80
1800A 600V 6W CU CBL BU,$0.00,4.80
2000A 600V 12W CU CBL B,$0.00,6.55
2500A 600V 12W CU CBL B,$0.00,6.55
3000A 600V 12W CU CBL B,$0.00,6.55
3500A 600V 12W CU CBL B,$0.00,6.55
4000A 600V 18W CU CBL B,$0.00,7.45
5000A 600V 18W CU CBL B,$0.00,7.45
5000A 600V 24W CU CBL B,$0.00,7.65
6000A 600V 18W CU CBL B,$0.00,7.45
6000A 600V 27W CU CBL B,$0.00,7.80
7000A 600V CU CBL BUS E,$0.00,8.00
8000A 600V CU CBL BUS E,$0.00,8.25
600v cu cable bus entra,,
600A 600V 3W CU CABLE B,$0.00,3.60
800A 600V 3W CU CABLE B,$0.00,3.60
1000A 600V 3W CU CABLE ,$0.00,3.60
1200A 600V 6W CU CABLE ,$0.00,3.80
1600A 600V 6W CU CABLE ,$0.00,3.80
1800A 600V 6W CU CABLE ,$0.00,3.80
2000A 600V 12W CU CABLE,$0.00,4.80
2500A 600V 12W CU CABLE,$0.00,4.80
3000A 600V 12W CU CABLE,$0.00,4.80
3500A 600V 12W CU CABLE,$0.00,4.80
4000A 600V 18W CU CABLE,$0.00,5.70
5000A 600V 18W CU CABLE,$0.00,5.70
5000A 600V 24W CU CABLE,$0.00,5.85
6000A 600V 18W CU CABLE,$0.00,5.70
6000A 600V 27W CU CABLE,$0.00,6.00
7000A 600V CU CABLE BUS,$0.00,6.30
8000A 600V CU CABLE BUS,$0.00,6.50
600v cu cable bus fires,,
600A 600V 3W CU CBL BUS,$0.00,4.60
800A 600V 3W CU CBL BUS,$0.00,4.60
1000A 600V 3W CU CBL BU,$0.00,4.60
1200A 600V 6W CU CBL BU,$0.00,4.80
1600A 600V 6W CU CBL BU,$0.00,4.80
1800A 600V 6W CU CBL BU,$0.00,4.80
2000A 600V 12W CU CBL B,$0.00,6.55
2500A 600V 12W CU CBL B,$0.00,6.55
3000A 600V 12W CU CBL B,$0.00,6.55
3500A 600V 12W CU CBL B,$0.00,6.55
4000A 600V 18W CU CBL B,$0.00,7.45
5000A 600V 18W CU CBL B,$0.00,7.45
5000A 600V 24W CU CBL B,$0.00,7.60
6000A 600V 18W CU CBL B,$0.00,7.45
6000A 600V 27W CU CBL B,$0.00,7.80
7000A 600V CU CBL BUS F,$0.00,8.00
8000A 600V CU CBL BUS F,$0.00,8.25
600v cu cable bus term ,,
600A 600V 3W CU CBL BUS,$0.00,3.00
800A 600V 3W CU CBL BUS,$0.00,3.60
1000A 600V 3W CU CBL BU,$0.00,4.05
1200A 600V 6W CU CBL BU,$0.00,6.00
1600A 600V 6W CU CBL BU,$0.00,7.20
1800A 600V 6W CU CBL BU,$0.00,8.10
2000A 600V 12W CU CBL B,$0.00,12.00
2500A 600V 12W CU CBL B,$0.00,12.00
3000A 600V 12W CU CBL B,$0.00,14.40
3500A 600V 12W CU CBL B,$0.00,16.20
4000A 600V 18W CU CBL B,$0.00,21.60
5000A 600V 18W CU CBL B,$0.00,24.30
5000A 600V 24W CU CBL B,$0.00,32.40
6000A 600V 18W CU CBL B,$0.00,27.00
6000A 600V 27W CU CBL B,$0.00,36.45
7000A 600V CU CBL BUS T,$0.00,32.40
8000A 600V CU CBL BUS T,$0.00,43.20
600v cu horz cable bus,,
600A 600V 3W CU HORZ CA,0,0.3595
800A 600V 3W CU HORZ CA,0,0.3595
1000A 600V 3W CU HORZ C,0,0.3595
1200A 600V 6W CU HORZ C,0,0.5015
1600A 600V 6W CU HORZ C,0,0.5015
1800A 600V 6W CU HORZ C,0,0.5015
2000A 600V 12W CU HORZ ,0,0.606
2500A 600V 12W CU HORZ ,0,0.606
3000A 600V 12W CU HORZ ,0,0.606
3500A 600V 12W CU HORZ ,0,0.606
4000A 600V 18W CU HORZ ,0,0.721
5000A 600V 18W CU HORZ ,0,0.721
5000A 600V 24W CU HORZ ,0,0.745
6000A 600V 18W CU HORZ ,0,0.721
6000A 600V 27W CU HORZ ,0,0.735
7000A 600V CU HORZ CABL,0,0.75
8000A 600V CU HORZ CABL,0,0.8
600v cu vert cable bus,,
600A 600V 3W CU VERT CA,0,0.3955
800A 600V 3W CU VERT CA,0,0.3955
1000A 600V 3W CU VERT C,0,0.3955
1200A 600V 6W CU VERT C,0,0.552
1600A 600V 6W CU VERT C,0,0.552
1800A 600V 6W CU VERT C,0,0.552
2000A 600V 12W CU VERT ,0,0.667
2500A 600V 12W CU VERT ,0,0.667
3000A 600V 12W CU VERT ,0,0.667
3500A 600V 12W CU VERT ,0,0.667
4000A 600V 18W CU VERT ,0,0.8
5000A 600V 18W CU VERT ,0,0.8
5000A 600V 24W CU VERT ,0,0.8195
6000A 600V 18W CU VERT ,0,0.8
6000A 600V 27W CU VERT ,0,0.8085
7000A 600V CU VERT CABL,0,0.825
8000A 600V CU VERT CABL,0,0.88
600v cu cable bus cable,,
600A 600V 3W CU CBL BUS,$0.00,1.00
800A 600V 3W CU CBL BUS,$0.00,1.20
1000A 600V 3W CU CBL BU,$0.00,1.35
1200A 600V 6W CU CBL BU,$0.00,1.00
1600A 600V 6W CU CBL BU,$0.00,1.20
1800A 600V 6W CU CBL BU,$0.00,1.35
2000A 600V 12W CU CBL B,$0.00,1.00
2500A 600V 12W CU CBL B,$0.00,1.00
3000A 600V 12W CU CBL B,$0.00,1.20
3500A 600V 12W CU CBL B,$0.00,1.35
4000A 600V 18W CU CBL B,$0.00,1.20
5000A 600V 18W CU CBL B,$0.00,1.35
5000A 600V 24W CU CBL B,$0.00,1.20
6000A 600V 18W CU CBL B,$0.00,1.50
6000A 600V 27W CU CBL B,$0.00,1.20
7000A 600V CU CBL BUS C,$0.00,1.50
8000A 600V CU CBL BUS C,$0.00,1.50
600v cu cable bus 90 de,,
600A 600V 3W CU CBL BUS,$0.00,3.00
800A 600V 3W CU CBL BUS,$0.00,3.00
1000A 600V 3W CU CBL BU,$0.00,3.00
1200A 600V 6W CU CBL BU,$4.90,4.90
1600A 600V 6W CU CBL BU,$0.00,4.90
1800A 600V 6W CU CBL BU,$0.00,4.90
2000A 600V 12W CU CBL B,$0.00,5.95
2500A 600V 12W CU CBL B,$0.00,5.95
3000A 600V 12W CU CBL B,$0.00,5.95
3500A 600V 12W CU CBL B,$0.00,5.95
4000A 600V 18W CU CBL B,$0.00,7.20
5000A 600V 18W CU CBL B,$0.00,7.20
5000A 600V 24W CU CBL B,$0.00,7.70
6000A 600V 18W CU CBL B,$0.00,7.20
6000A 600V 27W CU CBL B,$0.00,8.00
7000A 600V CU CBL BUS 9,$0.00,8.50
8000A 600V CU CBL BUS 9,$0.00,9.00
600v cu cable bus 90 de,,
600A 600V 3W CU CBL BUS,$0.00,2.45
800A 600V 3W CU CBL BUS,$0.00,2.45
1000A 600V 3W CU CBL BU,$0.00,2.45
1200A 600V 6W CU CBL BU,$0.00,3.90
1600A 600V 6W CU CBL BU,$0.00,3.90
1800A 600V 6W CU CBL BU,$0.00,3.90
2000A 600V 12W CU CBL B,$0.00,4.60
2500A 600V 12W CU CBL B,$0.00,4.60
3000A 600V 12W CU CBL B,$0.00,4.60
3500A 600V 12W CU CBL B,$0.00,4.60
4000A 600V 18W CU CBL B,$0.00,5.65
5000A 600V 18W CU CBL B,$0.00,5.65
5000A 600V 24W CU CBL B,$0.00,6.00
6000A 600V 18W CU CBL B,$0.00,5.65
6000A 600V 27W CU CBL B,$0.00,6.25
7000A 600V CU CBL BUS 9,$0.00,7.00
8000A 600V CU CBL BUS 9,$0.00,7.75
600v cu cable bus 45 de,,
600A 600V 3W CU CBL BUS,$0.00,1.60
800A 600V 3W CU CBL BUS,$0.00,1.60
1000A 600V 3W CU CBL BU,$0.00,1.60
1200A 600V 6W CU CBL BU,$0.00,2.55
1600A 600V 6W CU CBL BU,$0.00,2.55
1800A 600V 6W CU CBL BU,$0.00,2.55
2000A 600V 12W CU CBL B,$0.00,3.15
2500A 600V 12W CU CBL B,$0.00,3.15
3000A 600V 12W CU CBL B,$0.00,3.15
